"","miRNA","lncRNA"
"2195","miR-15b-5p","RP11-467L20.9"
"2196","miR-15b-5p","RP11-361F15.2"
"2197","miR-15b-5p","DCP1A"
"2198","miR-15b-5p","AC016629.8"
"2199","miR-15b-5p","CTC-444N24.11"
"2200","miR-15b-5p","RP11-27I1.2"
"2201","miR-15b-5p","XXbac-B461K10.4"
"2202","miR-15b-5p","LINC00339"
"2203","miR-15b-5p","MCM3AP-AS1"
"2204","miR-15b-5p","RP5-1180C10.2"
"2205","miR-15b-5p","RP11-277L2.2"
"2206","miR-15b-5p","RP11-60I3.5"
"2207","miR-15b-5p","RP11-21N3.1"
"2208","miR-15b-5p","GS1-358P8.4"
"2209","miR-15b-5p","SNHG12"
"2210","miR-15b-5p","CTB-89H12.4"
"2211","miR-15b-5p","SPPL2B"
"2212","miR-15b-5p","SNHG1"
"2213","miR-15b-5p","NUTM2A-AS1"
"2214","miR-15b-5p","RP11-474P12.5"
"2215","miR-15b-5p","SEMA3B"
"2216","miR-15b-5p","PDXDC2P"
"2217","miR-15b-5p","RP11-923I11.1"
"2218","miR-15b-5p","RP6-24A23.7"
"2219","miR-15b-5p","LINC00649"
"2220","miR-15b-5p","RP11-690G19.3"
"2221","miR-15b-5p","RP11-383J24.5"
"2222","miR-15b-5p","RP3-486L4.3"
"2223","miR-15b-5p","RP11-773D16.1"
"2224","miR-15b-5p","RP4-773N10.5"
"2225","miR-15b-5p","LINC00662"
"2226","miR-15b-5p","LL22NC03-N27C7.1"
"2227","miR-15b-5p","RP11-18A3.4"
"2228","miR-15b-5p","XXbac-BPG32J3.20"
"2229","miR-15b-5p","RP11-216F19.2"
"2230","miR-15b-5p","FGD5-AS1"
"2231","miR-28-5p","RP11-197N18.2"
"2232","miR-28-5p","hsa-mir-151a"
"2233","miR-28-5p","OIP5-AS1"
"2234","miR-28-5p","CTD-2116N17.1"
"2235","miR-28-5p","XIST"
"2236","miR-28-5p","RP11-467L20.9"
"2237","miR-28-5p","SLC37A4"
"2238","miR-28-5p","LINC00665"
"2239","miR-28-5p","CTB-96E2.3"
"2240","miR-28-5p","MALAT1"
"2241","miR-28-5p","RP11-18A3.4"
"2242","miR-378d","OIP5-AS1"
"2243","miR-378d","FBXL19-AS1"
"2244","miR-378d","MALAT1"
"2245","miR-378d","RP4-622L5.2"
"2246","miR-218-5p","OIP5-AS1"
"2247","miR-218-5p","AC084219.4"
"2248","miR-218-5p","RP11-156E6.1"
"2249","miR-218-5p","LINC00863"
"2250","miR-218-5p","SETD5-AS1"
"2251","miR-218-5p","RP11-349A22.5"
"2252","miR-367-3p","LINC00657"
"2253","miR-367-3p","OIP5-AS1"
"2254","miR-367-3p","XIST"
"2255","miR-367-3p","RP3-341D10.4"
"2256","miR-367-3p","AC005307.3"
"2257","miR-367-3p","RP11-206L10.11"
"2258","miR-367-3p","SNHG5"
"2259","miR-367-3p","PITPNA-AS1"
"2260","miR-367-3p","DAPK1-IT1"
"2261","miR-367-3p","SCAMP1"
"2262","miR-367-3p","AC007228.9"
"2263","miR-367-3p","RP1-5O6.6"
"2264","miR-367-3p","AC005943.5"
"2265","miR-367-3p","RNU4ATAC"
"2266","miR-367-3p","RP11-46C20.1"
"2267","miR-367-3p","MALAT1"
"2268","miR-367-3p","NEFL"
"2269","miR-302d-3p","SNHG16"
"2270","miR-302d-3p","XIST"
"2271","miR-302d-3p","MIR4720"
"2272","miR-302d-3p","RP11-145M9.4"
"2273","miR-302d-3p","RP11-379K17.11"
"2274","miR-302d-3p","RP11-498C9.15"
"2275","miR-302d-3p","MAP3K14"
"2276","miR-302d-3p","RP11-315C6.3"
"2277","miR-302d-3p","CASP8AP2"
"2278","miR-302d-3p","C11orf95"
"2279","miR-302d-3p","RP11-156E6.1"
"2280","miR-302d-3p","CTC-444N24.11"
"2281","miR-302d-3p","CTB-92J24.2"
"2282","miR-302d-3p","hsa-mir-6080"
"2283","miR-302d-3p","GS1-358P8.4"
"2284","miR-302d-3p","RP5-1024G6.8"
"2285","miR-302d-3p","CTA-204B4.6"
"2286","miR-302d-3p","HCG18"
"2287","miR-302d-3p","RP4-773N10.5"
"2288","miR-302d-3p","RP11-96D1.6"
"2289","miR-302d-3p","RP5-1172N10.3"
"2290","miR-302d-3p","ZNF518A"
"2291","miR-302d-3p","FGD5-AS1"
"2292","miR-302d-3p","MIR17HG"
"2293","miR-302a-3p","SNHG16"
"2294","miR-302a-3p","XIST"
"2295","miR-302a-3p","MIR4720"
"2296","miR-302a-3p","RP11-145M9.4"
"2297","miR-302a-3p","RP11-379K17.11"
"2298","miR-302a-3p","RP11-498C9.15"
"2299","miR-302a-3p","MAP3K14"
"2300","miR-302a-3p","RP11-315C6.3"
"2301","miR-302a-3p","CASP8AP2"
"2302","miR-302a-3p","C11orf95"
"2303","miR-302a-3p","RP11-156E6.1"
"2304","miR-302a-3p","CTC-444N24.11"
"2305","miR-302a-3p","CTB-92J24.2"
"2306","miR-302a-3p","hsa-mir-6080"
"2307","miR-302a-3p","GS1-358P8.4"
"2308","miR-302a-3p","RP5-1024G6.8"
"2309","miR-302a-3p","CTA-204B4.6"
"2310","miR-302a-3p","HCG18"
"2311","miR-302a-3p","RP4-773N10.5"
"2312","miR-302a-3p","RP11-96D1.6"
"2313","miR-302a-3p","ZNF518A"
"2314","miR-302a-3p","FGD5-AS1"
"2315","miR-302a-3p","MIR17HG"
"2316","miR-302c-3p","SNHG16"
"2317","miR-302c-3p","XIST"
"2318","miR-302c-3p","MIR4720"
"2319","miR-302c-3p","RP11-145M9.4"
"2320","miR-302c-3p","RP11-379K17.11"
"2321","miR-302c-3p","RP11-498C9.15"
"2322","miR-302c-3p","MAP3K14"
"2323","miR-302c-3p","RP11-315C6.3"
"2324","miR-302c-3p","CASP8AP2"
"2325","miR-302c-3p","C11orf95"
"2326","miR-302c-3p","RP11-156E6.1"
"2327","miR-302c-3p","CTC-444N24.11"
"2328","miR-302c-3p","CTB-92J24.2"
"2329","miR-302c-3p","hsa-mir-6080"
"2330","miR-302c-3p","GS1-358P8.4"
"2331","miR-302c-3p","RP5-1024G6.8"
"2332","miR-302c-3p","CTA-204B4.6"
"2333","miR-302c-3p","HCG18"
"2334","miR-302c-3p","RP4-773N10.5"
"2335","miR-302c-3p","RP11-96D1.6"
"2336","miR-302c-3p","ZNF518A"
"2337","miR-302c-3p","FGD5-AS1"
"2338","miR-302c-3p","MIR17HG"
"2339","miR-302b-3p","SNHG16"
"2340","miR-302b-3p","XIST"
"2341","miR-302b-3p","MIR4720"
"2342","miR-302b-3p","RP11-145M9.4"
"2343","miR-302b-3p","RP11-379K17.11"
"2344","miR-302b-3p","RP11-498C9.15"
"2345","miR-302b-3p","MAP3K14"
"2346","miR-302b-3p","RP11-315C6.3"
"2347","miR-302b-3p","CASP8AP2"
"2348","miR-302b-3p","C11orf95"
"2349","miR-302b-3p","RP11-156E6.1"
"2350","miR-302b-3p","CTC-444N24.11"
"2351","miR-302b-3p","CTB-92J24.2"
"2352","miR-302b-3p","hsa-mir-6080"
"2353","miR-302b-3p","GS1-358P8.4"
"2354","miR-302b-3p","RP5-1024G6.8"
"2355","miR-302b-3p","CTA-204B4.6"
"2356","miR-302b-3p","HCG18"
"2357","miR-302b-3p","RP4-773N10.5"
"2358","miR-302b-3p","RP11-96D1.6"
"2359","miR-302b-3p","ZNF518A"
"2360","miR-302b-3p","FGD5-AS1"
"2361","miR-302b-3p","MIR17HG"
"2362","miR-3139","RP11-197N18.2"
"2363","miR-3139","hsa-mir-151a"
"2364","miR-3139","OIP5-AS1"
"2365","miR-3139","CTD-2116N17.1"
"2366","miR-3139","XIST"
"2367","miR-3139","RP11-467L20.9"
"2368","miR-3139","SLC37A4"
"2369","miR-3139","LINC00665"
"2370","miR-3139","CTB-96E2.3"
"2371","miR-3139","MALAT1"
"2372","miR-3139","RP11-18A3.4"
"2373","miR-4458","AC074117.10"
"2374","miR-4458","SNHG16"
"2375","miR-4458","XIST"
"2376","miR-4458","MAL2"
"2377","miR-4458","RP11-834C11.4"
"2378","miR-4458","CASP8AP2"
"2379","miR-4458","KCNQ1OT1"
"2380","miR-4458","XXbac-BPG300A18.13"
"2381","miR-4458","NUTM2A-AS1"
"2382","miR-4458","RP11-819C21.1"
"2383","miR-4458","LINC00665"
"2384","miR-4458","CTA-204B4.6"
"2385","miR-4458","RP11-473I1.10"
"2386","miR-4458","ZNF518A"
"2387","miR-4458","UBXN8"
"2388","miR-449a","XIST"
"2389","miR-449a","CTD-3185P2.1"
"2390","miR-449a","CASP8AP2"
"2391","miR-449a","C11orf95"
"2392","miR-449a","CTC-487M23.5"
"2393","miR-449a","ERVK3-1"
"2394","miR-449a","RP1-5O6.6"
"2395","miR-449a","HCG18"
"2396","miR-449a","SNHG7"
"2397","miR-449a","LINC00667"
"2398","miR-449b-5p","XIST"
"2399","miR-449b-5p","CTD-3185P2.1"
"2400","miR-449b-5p","CASP8AP2"
"2401","miR-449b-5p","C11orf95"
"2402","miR-449b-5p","CTC-487M23.5"
"2403","miR-449b-5p","ERVK3-1"
"2404","miR-449b-5p","RP1-5O6.6"
"2405","miR-449b-5p","HCG18"
"2406","miR-449b-5p","SNHG7"
"2407","miR-449b-5p","LINC00667"
"2408","miR-874-3p","RP11-231E4.4"
"2409","miR-874-3p","LINC00094"
"2410","miR-874-3p","MAP3K14"
"2411","miR-874-3p","hsa-mir-132"
"2412","miR-874-3p","RP6-24A23.7"
"2413","miR-143-3p","RP11-467L20.9"
"2414","miR-143-3p","MCM3AP-AS1"
"2415","miR-143-3p","SCAMP1"
"2416","miR-143-3p","AC009299.3"
"2417","miR-143-3p","MALAT1"
"2418","miR-143-3p","AC005550.4"
"2419","miR-143-3p","LINC00667"
"2420","miR-145-5p","HNRNPU-AS1"
"2421","miR-145-5p","CTD-2116N17.1"
"2422","miR-145-5p","AC142401.2"
"2423","miR-145-5p","KCNQ1OT1"
"2424","miR-145-5p","RP11-156E6.1"
"2425","miR-145-5p","RP11-793H13.8"
"2426","miR-145-5p","JPX"
"2427","miR-145-5p","hsa-mir-132"
"2428","miR-145-5p","RP11-478C19.2"
"2429","miR-145-5p","SNHG1"
"2430","miR-145-5p","CTA-204B4.6"
"2431","miR-145-5p","MALAT1"
"2432","miR-378a-3p","OIP5-AS1"
"2433","miR-378a-3p","FBXL19-AS1"
"2434","miR-378a-3p","MALAT1"
"2435","miR-378a-3p","RP4-622L5.2"
"2436","miR-378h","OIP5-AS1"
"2437","miR-378h","FBXL19-AS1"
"2438","miR-378h","MALAT1"
"2439","miR-378h","RP4-622L5.2"
"2440","miR-146a-5p","SNHG16"
"2441","miR-146a-5p","XIST"
"2442","miR-146a-5p","NEAT1"
"2443","miR-146a-5p","SNHG7"
"2444","miR-146a-5p","MALAT1"
"2445","miR-378e","OIP5-AS1"
"2446","miR-378e","FBXL19-AS1"
"2447","miR-378e","MALAT1"
"2448","miR-378e","RP4-622L5.2"
"2449","miR-1271-5p","RP11-170L3.8"
"2450","miR-1271-5p","XIST"
"2451","miR-1271-5p","C14orf169"
"2452","miR-1271-5p","MAPKAPK5-AS1"
"2453","miR-1271-5p","RP11-834C11.4"
"2454","miR-1271-5p","WAC-AS1"
"2455","miR-1271-5p","RP11-973H7.2"
"2456","miR-1271-5p","MALAT1"
"2457","miR-340-5p","RP11-105N13.4"
"2458","miR-340-5p","RP11-50E11.3"
"2459","miR-340-5p","OIP5-AS1"
"2460","miR-340-5p","RP11-815I9.4"
"2461","miR-340-5p","XIST"
"2462","miR-340-5p","MAL2"
"2463","miR-340-5p","AC000120.7"
"2464","miR-340-5p","RP11-403I13.4"
"2465","miR-340-5p","RP11-498C9.15"
"2466","miR-340-5p","RP11-96D1.10"
"2467","miR-340-5p","RP11-622K12.1"
"2468","miR-340-5p","CTC-444N24.11"
"2469","miR-340-5p","RP11-363E7.4"
"2470","miR-340-5p","RP11-27I1.2"
"2471","miR-340-5p","MCM3AP-AS1"
"2472","miR-340-5p","RP11-277L2.2"
"2473","miR-340-5p","RP11-553L6.5"
"2474","miR-340-5p","AC141846.4"
"2475","miR-340-5p","RP11-214C8.5"
"2476","miR-340-5p","LINC00662"
"2477","miR-340-5p","RP11-216F19.2"
"2478","miR-219a-5p","XIST"
"2479","miR-219a-5p","SENP3-EIF4A1"
"2480","miR-219a-5p","TUG1"
"2481","miR-219a-5p","CTD-2540L5.5"
"2482","miR-219a-5p","LINC00339"
"2483","miR-219a-5p","RP6-24A23.7"
"2484","miR-206","HNRNPU-AS1"
"2485","miR-206","SENP3-EIF4A1"
"2486","miR-206","RP11-498C9.15"
"2487","miR-206","COX10-AS1"
"2488","miR-206","RP11-46A10.5"
"2489","miR-206","RP11-331F9.10"
"2490","miR-206","SEC22B"
"2491","miR-206","CTA-204B4.6"
"2492","miR-206","CWC15"
"2493","miR-206","MALAT1"
"2494","miR-133b","RP11-834C11.4"
"2495","miR-133b","RP11-186B7.4"
"2496","miR-133b","PPP1R9B"
"2497","miR-30a-5p","RP11-311C24.1"
"2498","miR-30a-5p","OIP5-AS1"
"2499","miR-30a-5p","RP11-373L24.1"
"2500","miR-30a-5p","RP11-158I13.2"
"2501","miR-30a-5p","CTD-2116N17.1"
"2502","miR-30a-5p","XIST"
"2503","miR-30a-5p","EPB41L4A-AS1"
"2504","miR-30a-5p","RP11-38P22.2"
"2505","miR-30a-5p","DCP1A"
"2506","miR-30a-5p","RP11-618G20.1"
"2507","miR-30a-5p","RP11-16E12.2"
"2508","miR-30a-5p","CTB-89H12.4"
"2509","miR-30a-5p","AC096772.6"
"2510","miR-30a-5p","SCAMP1"
"2511","miR-30a-5p","RP6-24A23.7"
"2512","miR-30a-5p","AC141846.4"
"2513","miR-30a-5p","CTA-204B4.6"
"2514","miR-30a-5p","DLEU2"
"2515","miR-30a-5p","RP4-773N10.5"
"2516","miR-30a-5p","RP11-342K6.1"
"2517","miR-30a-5p","MALAT1"
"2518","miR-30a-5p","NEFL"
"2519","miR-30a-5p","ZNF518A"
"2520","miR-4465","LINC00657"
"2521","miR-4465","RP11-105N13.4"
"2522","miR-4465","HNRNPU-AS1"
"2523","miR-4465","MIR4720"
"2524","miR-4465","RP11-282O18.3"
"2525","miR-4465","LINC00205"
"2526","miR-4465","GAS5"
"2527","miR-4465","AC005082.12"
"2528","miR-4465","hsa-mir-6080"
"2529","miR-4465","XXbac-B461K10.4"
"2530","miR-4465","CTD-2555O16.2"
"2531","miR-4465","SCAMP1"
"2532","miR-4465","RP6-24A23.7"
"2533","miR-4465","ZNF718"
"2534","miR-4465","LINC00240"
"2535","miR-4465","CWC15"
"2536","miR-4465","MALAT1"
"2537","miR-4465","NEFL"
"2538","miR-4465","RP5-1172N10.3"
"2539","miR-4465","HCG11"
"2540","miR-4465","SNHG6"
"2541","miR-4644","POLDIP2"
"2542","miR-4644","RP11-67A1.2"
"2543","miR-4644","XIST"
"2544","miR-4644","AC084219.4"
"2545","miR-4644","RP11-379K17.4"
"2546","miR-4644","CTC-503J8.6"
"2547","miR-4644","RP11-473I1.9"
"2548","miR-4644","SNORD3B-1"
"2549","miR-4644","AC005082.12"
"2550","miR-4644","RP11-160E2.6"
"2551","miR-4644","SNORD3B-2"
"2552","miR-4644","SNORD3A"
"2553","miR-4644","SNORD3C"
"2554","miR-4644","MALAT1"
"2555","miR-4644","NEFL"
"2556","miR-339-5p","hsa-mir-151a"
"2557","miR-339-5p","RP3-410C9.1"
"2558","miR-339-5p","NEAT1"
"2559","miR-339-5p","RECQL4"
"2560","miR-339-5p","RP4-773N10.5"
"2561","miR-148a-3p","XIST"
"2562","miR-148a-3p","RP11-656D10.3"
"2563","miR-148a-3p","CTC-503J8.6"
"2564","miR-148a-3p","DCP1A"
"2565","miR-148a-3p","RP11-46A10.5"
"2566","miR-148a-3p","RP11-84C13.1"
"2567","miR-148a-3p","NUTM2A-AS1"
"2568","miR-148a-3p","RP11-977G19.5"
"2569","miR-148a-3p","HOTAIR"
"2570","miR-148a-3p","RP1-5O6.6"
"2571","miR-148a-3p","CTA-204B4.6"
"2572","miR-148a-3p","HCG18"
"2573","miR-148a-3p","RP11-773D16.1"
"2574","miR-148a-3p","LINC00667"
"2575","miR-148a-3p","RP11-216F19.2"
"2576","miR-196b-5p","SNHG16"
"2577","miR-196b-5p","XIST"
"2578","miR-196b-5p","H19"
"2579","miR-196b-5p","TUG1"
"2580","miR-196b-5p","GS1-358P8.4"
"2581","miR-196b-5p","RP11-20G6.3"
"2582","miR-196b-5p","ZNF518A"
"2583","miR-196b-5p","FGD5-AS1"
"2584","miR-196b-5p","UBXN8"
"2585","miR-590-5p","XIST"
"2586","miR-590-5p","RP11-282O18.3"
"2587","miR-590-5p","AC000120.7"
"2588","miR-590-5p","RP11-834C11.4"
"2589","miR-590-5p","C11orf95"
"2590","miR-590-5p","SNHG1"
"2591","miR-590-5p","GS1-251I9.4"
"2592","miR-590-3p","LINC00657"
"2593","miR-590-3p","XIST"
"2594","miR-590-3p","CTC-524C5.2"
"2595","miR-590-3p","CTC-228N24.3"
"2596","miR-590-3p","RP11-159D12.2"
"2597","miR-590-3p","GAS5"
"2598","miR-590-3p","DCP1A"
"2599","miR-590-3p","CTC-444N24.11"
"2600","miR-590-3p","NEAT1"
"2601","miR-590-3p","RP11-395G23.3"
"2602","miR-590-3p","RP4-714D9.2"
"2603","miR-590-3p","SNHG1"
"2604","miR-590-3p","AC096772.6"
"2605","miR-590-3p","SCAMP1"
"2606","miR-590-3p","RP1-178F10.3"
"2607","miR-590-3p","CTC-444N24.8"
"2608","miR-590-3p","RP11-973H7.2"
"2609","miR-590-3p","MALAT1"
"2610","miR-590-3p","ZNF518A"
"2611","miR-590-3p","HCG11"
"2612","miR-653-5p","LINC00657"
"2613","miR-653-5p","OIP5-AS1"
"2614","miR-653-5p","RP11-170L3.8"
"2615","miR-653-5p","XIST"
"2616","miR-653-5p","AC000120.7"
"2617","miR-653-5p","DCP1A"
"2618","miR-653-5p","CTB-50L17.7"
"2619","miR-653-5p","RP11-372K14.2"
"2620","miR-653-5p","SNHG7"
"2621","miR-25-3p","LINC00657"
"2622","miR-25-3p","OIP5-AS1"
"2623","miR-25-3p","XIST"
"2624","miR-25-3p","RP3-341D10.4"
"2625","miR-25-3p","AC005307.3"
"2626","miR-25-3p","RP11-206L10.11"
"2627","miR-25-3p","SNHG5"
"2628","miR-25-3p","PITPNA-AS1"
"2629","miR-25-3p","DAPK1-IT1"
"2630","miR-25-3p","SCAMP1"
"2631","miR-25-3p","AC007228.9"
"2632","miR-25-3p","RP1-5O6.6"
"2633","miR-25-3p","AC005943.5"
"2634","miR-25-3p","RNU4ATAC"
"2635","miR-25-3p","RP11-46C20.1"
"2636","miR-25-3p","MALAT1"
"2637","miR-25-3p","NEFL"
"2638","miR-93-5p","LINC00116"
"2639","miR-93-5p","RP11-50E11.3"
"2640","miR-93-5p","SNHG16"
"2641","miR-93-5p","RP11-29G8.3"
"2642","miR-93-5p","XIST"
"2643","miR-93-5p","H19"
"2644","miR-93-5p","MIR4720"
"2645","miR-93-5p","AC084219.4"
"2646","miR-93-5p","RP11-145M9.4"
"2647","miR-93-5p","EPB41L4A-AS1"
"2648","miR-93-5p","ZNRD1-AS1"
"2649","miR-93-5p","RP11-379K17.11"
"2650","miR-93-5p","MAP3K14"
"2651","miR-93-5p","RP11-315C6.3"
"2652","miR-93-5p","C11orf95"
"2653","miR-93-5p","RP11-361F15.2"
"2654","miR-93-5p","CTC-444N24.11"
"2655","miR-93-5p","RP11-363E7.4"
"2656","miR-93-5p","RP11-226L15.5"
"2657","miR-93-5p","hsa-mir-6080"
"2658","miR-93-5p","GS1-358P8.4"
"2659","miR-93-5p","RP11-44F14.11"
"2660","miR-93-5p","CTB-89H12.4"
"2661","miR-93-5p","HOXD-AS1"
"2662","miR-93-5p","HOTAIR"
"2663","miR-93-5p","RP5-1024G6.8"
"2664","miR-93-5p","ZNF718"
"2665","miR-93-5p","CTA-204B4.6"
"2666","miR-93-5p","RP11-973H7.2"
"2667","miR-93-5p","HCG18"
"2668","miR-93-5p","RP4-773N10.5"
"2669","miR-93-5p","CTC-281B15.1"
"2670","miR-93-5p","MALAT1"
"2671","miR-93-5p","RP5-1172N10.3"
"2672","miR-93-5p","ZNF518A"
"2673","miR-93-5p","FGD5-AS1"
"2674","miR-106b-5p","LINC00116"
"2675","miR-106b-5p","RP11-50E11.3"
"2676","miR-106b-5p","SNHG16"
"2677","miR-106b-5p","RP11-29G8.3"
"2678","miR-106b-5p","XIST"
"2679","miR-106b-5p","H19"
"2680","miR-106b-5p","MIR4720"
"2681","miR-106b-5p","AC084219.4"
"2682","miR-106b-5p","RP11-145M9.4"
"2683","miR-106b-5p","EPB41L4A-AS1"
"2684","miR-106b-5p","ZNRD1-AS1"
"2685","miR-106b-5p","RP11-379K17.11"
"2686","miR-106b-5p","MAP3K14"
"2687","miR-106b-5p","RP11-315C6.3"
"2688","miR-106b-5p","C11orf95"
"2689","miR-106b-5p","RP11-361F15.2"
"2690","miR-106b-5p","CTC-444N24.11"
"2691","miR-106b-5p","RP11-363E7.4"
"2692","miR-106b-5p","RP11-226L15.5"
"2693","miR-106b-5p","hsa-mir-6080"
"2694","miR-106b-5p","GS1-358P8.4"
"2695","miR-106b-5p","RP11-44F14.11"
"2696","miR-106b-5p","CTB-89H12.4"
"2697","miR-106b-5p","HOXD-AS1"
"2698","miR-106b-5p","HOTAIR"
"2699","miR-106b-5p","RP5-1024G6.8"
"2700","miR-106b-5p","ZNF718"
"2701","miR-106b-5p","CTA-204B4.6"
"2702","miR-106b-5p","RP11-973H7.2"
"2703","miR-106b-5p","HCG18"
"2704","miR-106b-5p","RP4-773N10.5"
"2705","miR-106b-5p","CTC-281B15.1"
"2706","miR-106b-5p","MALAT1"
"2707","miR-106b-5p","ZNF518A"
"2708","miR-106b-5p","FGD5-AS1"
"2709","miR-3666","RP11-290D2.4"
"2710","miR-3666","LINC00116"
"2711","miR-3666","XIST"
"2712","miR-3666","AC084219.4"
"2713","miR-3666","RP11-656D10.3"
"2714","miR-3666","RP11-197P3.5"
"2715","miR-3666","MAP3K14"
"2716","miR-3666","RP11-361F15.2"
"2717","miR-3666","RP11-363E7.4"
"2718","miR-3666","CTB-92J24.2"
"2719","miR-3666","RP11-84C13.1"
"2720","miR-3666","HOXD-AS1"
"2721","miR-3666","RP1-178F10.3"
"2722","miR-3666","CTA-204B4.6"
"2723","miR-3666","PRKCQ-AS1"
"2724","miR-3666","CTC-281B15.1"
"2725","miR-3666","LINC00667"
"2726","miR-3666","CTD-2369P2.2"
"2727","miR-3666","MIR17HG"
"2728","miR-182-5p","SNHG16"
"2729","miR-182-5p","XIST"
"2730","miR-182-5p","MAP3K14"
"2731","miR-182-5p","RP11-618G20.1"
"2732","miR-182-5p","SNHG1"
"2733","miR-182-5p","SLC37A4"
"2734","miR-182-5p","HOXD-AS1"
"2735","miR-182-5p","RP11-342K6.1"
"2736","miR-182-5p","ILF3-AS1"
"2737","miR-96-5p","RP11-170L3.8"
"2738","miR-96-5p","XIST"
"2739","miR-96-5p","C14orf169"
"2740","miR-96-5p","MAPKAPK5-AS1"
"2741","miR-96-5p","RP11-834C11.4"
"2742","miR-96-5p","WAC-AS1"
"2743","miR-96-5p","RP11-973H7.2"
"2744","miR-96-5p","MALAT1"
"2745","miR-183-5p","OIP5-AS1"
"2746","miR-183-5p","SNHG16"
"2747","miR-183-5p","COX10-AS1"
"2748","miR-183-5p","KCNQ1OT1"
"2749","miR-183-5p","LA16c-306E5.2"
"2750","miR-183-5p","NEFL"
"2751","miR-335-5p","HNRNPU-AS1"
"2752","miR-335-5p","XIST"
"2753","miR-335-5p","SENP3-EIF4A1"
"2754","miR-335-5p","KCNQ1OT1"
"2755","miR-335-5p","CTD-2540L5.5"
"2756","miR-335-5p","NEAT1"
"2757","miR-335-5p","AC005307.3"
"2758","miR-335-5p","RP11-186B7.4"
"2759","miR-29a-3p","RP11-311C24.1"
"2760","miR-29a-3p","RP11-373L24.1"
"2761","miR-29a-3p","CTD-2116N17.1"
"2762","miR-29a-3p","ZNF761"
"2763","miR-29a-3p","XIST"
"2764","miR-29a-3p","H19"
"2765","miR-29a-3p","RP11-145M9.4"
"2766","miR-29a-3p","AC007036.5"
"2767","miR-29a-3p","GAS5"
"2768","miR-29a-3p","TUG1"
"2769","miR-29a-3p","RP11-467L20.9"
"2770","miR-29a-3p","RP11-618G20.1"
"2771","miR-29a-3p","AP000304.2"
"2772","miR-29a-3p","RP5-837J1.2"
"2773","miR-29a-3p","SPPL2B"
"2774","miR-29a-3p","RP11-480D4.3"
"2775","miR-29a-3p","ZNF518A"
"2776","miR-490-3p","SNHG16"
"2777","miR-490-3p","XIST"
"2778","miR-490-3p","KCNQ1OT1"
"2779","miR-490-3p","AC005307.3"
"2780","miR-383-5p","CASP8AP2"
"2781","miR-383-5p","MCM3AP-AS1"
"2782","miR-383-5p","RP11-60I3.5"
"2783","miR-383-5p","SNHG1"
"2784","miR-383-5p","RP11-973H7.2"
"2785","miR-383-5p","SCARNA2"
"2786","miR-383-5p","MALAT1"
"2787","miR-383-5p","FGD5-AS1"
"2788","miR-320a","OIP5-AS1"
"2789","miR-320a","XIST"
"2790","miR-320a","AC093323.3"
"2791","miR-320a","DCP1A"
"2792","miR-320a","NEAT1"
"2793","miR-320a","hsa-mir-146a"
"2794","miR-320a","hsa-mir-6080"
"2795","miR-320a","DYX1C1-CCPG1"
"2796","miR-320a","SNHG12"
"2797","miR-320a","CTA-204B4.6"
"2798","miR-320a","HCG18"
"2799","miR-320a","MALAT1"
"2800","miR-320a","FGD5-AS1"
"2801","miR-486-5p","XIST"
"2802","miR-486-5p","RP11-618G20.1"
"2803","miR-599","XIST"
"2804","miR-599","H19"
"2805","miR-599","RP11-461A8.4"
"2806","miR-875-5p","LINC00657"
"2807","miR-30b-5p","RP11-311C24.1"
"2808","miR-30b-5p","OIP5-AS1"
"2809","miR-30b-5p","RP11-373L24.1"
"2810","miR-30b-5p","RP11-158I13.2"
"2811","miR-30b-5p","CTD-2116N17.1"
"2812","miR-30b-5p","XIST"
"2813","miR-30b-5p","EPB41L4A-AS1"
"2814","miR-30b-5p","RP11-38P22.2"
"2815","miR-30b-5p","DCP1A"
"2816","miR-30b-5p","RP11-618G20.1"
"2817","miR-30b-5p","RP11-16E12.2"
"2818","miR-30b-5p","CTB-89H12.4"
"2819","miR-30b-5p","AC096772.6"
"2820","miR-30b-5p","SCAMP1"
"2821","miR-30b-5p","RP6-24A23.7"
"2822","miR-30b-5p","AC141846.4"
"2823","miR-30b-5p","CTA-204B4.6"
"2824","miR-30b-5p","DLEU2"
"2825","miR-30b-5p","RP4-773N10.5"
"2826","miR-30b-5p","RP11-342K6.1"
"2827","miR-30b-5p","MALAT1"
"2828","miR-30b-5p","NEFL"
"2829","miR-30b-5p","ZNF518A"
"2830","miR-30d-5p","RP11-311C24.1"
"2831","miR-30d-5p","OIP5-AS1"
"2832","miR-30d-5p","RP11-158I13.2"
"2833","miR-30d-5p","CTD-2116N17.1"
"2834","miR-30d-5p","XIST"
"2835","miR-30d-5p","EPB41L4A-AS1"
"2836","miR-30d-5p","RP11-38P22.2"
"2837","miR-30d-5p","DCP1A"
"2838","miR-30d-5p","RP11-618G20.1"
"2839","miR-30d-5p","RP11-16E12.2"
"2840","miR-30d-5p","CTB-89H12.4"
"2841","miR-30d-5p","AC096772.6"
"2842","miR-30d-5p","SCAMP1"
"2843","miR-30d-5p","RP6-24A23.7"
"2844","miR-30d-5p","AC141846.4"
"2845","miR-30d-5p","CTA-204B4.6"
"2846","miR-30d-5p","DLEU2"
"2847","miR-30d-5p","RP4-773N10.5"
"2848","miR-30d-5p","RP11-342K6.1"
"2849","miR-30d-5p","MALAT1"
